Time (s),Temp (C),Degree of Cure,Cure Rate
1348.02,90.1022,0.944524653,7.45536E-05
1349.022,90.1027,0.944598306,7.42491E-05
1350.018,90.1021,0.944671194,7.39197E-05
1351.02,90.1024,0.944744238,7.36347E-05
1352.022,90.1024,0.944816963,7.33125E-05
1353.018,90.1024,0.944888926,7.29819E-05
1354.02,90.1024,0.944961016,7.26734E-05
1355.022,90.1024,0.945032805,7.23688E-05
1356.018,90.1024,0.945103846,7.20473E-05
1357.02,90.102,0.945174975,7.17036E-05
1358.022,90.1023,0.94524585,7.1448E-05
1359.018,90.1019,0.945315971,7.1114E-05
1360.02,90.1023,0.945386246,7.08434E-05
1361.022,90.1019,0.94545619,7.05095E-05
1362.018,90.1022,0.945525517,7.03079E-05
1363.02,90.1022,0.945594947,6.99916E-05
1364.022,90.102,0.945664072,6.96838E-05
1365.018,90.1023,0.945732537,6.9434E-05
1366.02,90.1016,0.945801131,6.91484E-05
1367.022,90.1018,0.945869444,6.8866E-05
1368.018,90.1022,0.945937031,6.85431E-05
1369.02,90.1022,0.946004721,6.82379E-05
1370.022,90.1024,0.946072129,6.79529E-05
1371.018,90.1022,0.946138842,6.76568E-05
1372.02,90.1022,0.94620566,6.73588E-05
1373.022,90.1021,0.946272163,6.70405E-05
1374.018,90.1021,0.946337971,6.67399E-05
1375.02,90.1017,0.946403898,6.64601E-05
1376.022,90.1018,0.946469571,6.62038E-05
1377.018,90.1021,0.946534582,6.59312E-05
1378.02,90.102,0.946599683,6.56279E-05
1379.022,90.1019,0.946664569,6.54101E-05
1380.018,90.1017,0.946728809,6.51492E-05
1381.02,90.1015,0.946793139,6.48505E-05
1382.022,90.1017,0.946857165,6.4544E-05
1383.018,90.102,0.946920449,6.41794E-05
1384.02,90.1015,0.946983861,6.3925E-05
1385.022,90.1017,0.947047036,6.36857E-05
1386.018,90.1018,0.94710953,6.33785E-05
1387.02,90.1019,0.947172074,6.30498E-05
1388.022,90.1017,0.947234308,6.27374E-05
1389.018,90.1015,0.947295902,6.24655E-05
1390.02,90.1016,0.947357623,6.22202E-05
1391.022,90.1016,0.947419082,6.19561E-05
1392.018,90.1017,0.947479931,6.17102E-05
1393.02,90.1018,0.947540867,6.14285E-05
1394.022,90.1015,0.947601525,6.11487E-05
1395.018,90.1018,0.947661531,6.08559E-05
1396.02,90.1014,0.947721602,6.05565E-05
1397.022,90.1016,0.94778141,6.02917E-05
1398.018,90.1017,0.947840587,6.00139E-05
1399.02,90.1018,0.947899834,5.97263E-05
1400.022,90.1016,0.947958802,5.94452E-05
1401.018,90.1018,0.948017138,5.91615E-05
1402.02,90.1016,0.948075518,5.88524E-05
1403.022,90.1016,0.948133648,5.85993E-05
1404.018,90.1014,0.948191181,5.83482E-05
1405.02,90.1015,0.948248822,5.81063E-05
1406.022,90.1014,0.948306179,5.78213E-05
1407.018,90.1011,0.948362982,5.76074E-05
1408.02,90.1014,0.948419905,5.7383E-05
1409.022,90.1012,0.948476562,5.7115E-05
1410.018,90.1013,0.948532662,5.68939E-05
1411.02,90.1013,0.94858883,5.66226E-05
1412.022,90.1009,0.948644806,5.64282E-05
1413.018,90.1014,0.948700175,5.6153E-05
1414.02,90.1011,0.948755699,5.5973E-05
1415.022,90.1014,0.948810959,5.57069E-05
1416.018,90.1013,0.948865681,5.54963E-05
1417.02,90.1011,0.948920462,5.52236E-05
1418.022,90.1013,0.948975048,5.50273E-05
1419.018,90.1013,0.949029032,5.47489E-05
1420.02,90.1014,0.949083059,5.44632E-05
1421.022,90.1012,0.949136864,5.42408E-05
1422.018,90.1009,0.949190123,5.40132E-05
1423.02,90.1011,0.949243498,5.38065E-05
1424.022,90.1012,0.949296672,5.36036E-05
1425.018,90.1011,0.949349285,5.33578E-05
1426.02,90.1012,0.949401953,5.30936E-05
1427.022,90.101,0.949454414,5.28856E-05
1428.018,90.1007,0.949506372,5.26932E-05
1429.02,90.1007,0.949558422,5.24708E-05
1430.022,90.1008,0.949610221,5.22177E-05
1431.018,90.101,0.949661432,5.1936E-05
1432.02,90.1006,0.949712801,5.17847E-05
1433.022,90.1011,0.949763934,5.15466E-05
1434.018,90.1005,0.949814576,5.13588E-05
1435.02,90.1007,0.949865319,5.11527E-05
1436.022,90.1007,0.949915872,5.09616E-05
1437.018,90.1007,0.949965935,5.07719E-05
1438.02,90.1006,0.950016053,5.05234E-05
1439.022,90.1006,0.950065879,5.02286E-05
1440.018,90.1006,0.950115167,4.9986E-05
1441.02,90.1009,0.950164505,4.97375E-05
1442.022,90.1009,0.95021357,4.94616E-05
1443.018,90.1008,0.950262208,4.93266E-05
1444.02,90.1006,0.950310917,4.91023E-05
1445.022,90.1007,0.950359429,4.8904E-05
1446.018,90.1009,0.950407368,4.86177E-05
1447.02,90.1006,0.950455341,4.83607E-05
1448.022,90.1006,0.950503158,4.82042E-05
1449.018,90.0999,0.950550501,4.80131E-05
1450.02,90.1006,0.950597965,4.78475E-05
1451.022,90.1005,0.950645187,4.76036E-05
1452.018,90.1002,0.950691895,4.73694E-05
1453.02,90.1002,0.9507387,4.71842E-05
1454.022,90.1006,0.950785262,4.69383E-05
1455.018,90.1,0.950831319,4.67088E-05
1456.02,90.1003,0.950877533,4.65875E-05
1457.022,90.1,0.950923548,4.63872E-05
1458.018,90.1001,0.950969082,4.61785E-05
1459.02,90.1003,0.951014619,4.59053E-05
1460.022,90.1003,0.951059991,4.57383E-05
1461.018,90.1002,0.951104867,4.55114E-05
1462.02,90.1002,0.951149807,4.5304E-05
1463.022,90.1003,0.951194522,4.50764E-05
1464.018,90.1004,0.951238713,4.48168E-05
1465.02,90.1,0.951282974,4.46185E-05
1466.022,90.1,0.95132703,4.44124E-05
1467.018,90.1,0.951370636,4.42233E-05
1468.02,90.0998,0.951414249,4.3965E-05
1469.022,90.0999,0.951457687,4.37896E-05
1470.018,90.1001,0.951500652,4.35731E-05
1471.02,90.1002,0.951543672,4.33676E-05
1472.022,90.1001,0.951586471,4.31452E-05
1473.018,90.1001,0.951628868,4.29972E-05
1474.02,90.0998,0.951671311,4.27865E-05
1475.022,90.0998,0.951713566,4.25968E-05
1476.018,90.1,0.95175532,4.2345E-05
1477.02,90.1004,0.951797081,4.20985E-05
1478.022,90.1007,0.951838669,4.19237E-05
1479.018,90.1002,0.95187981,4.17235E-05
1480.02,90.1,0.951920965,4.14881E-05
1481.022,90.1004,0.951961895,4.12611E-05
1482.018,90.1002,0.95200235,4.10276E-05
1483.02,90.0999,0.952042873,4.08502E-05
1484.022,90.0999,0.952083147,4.06004E-05
1485.018,90.1,0.952123058,4.04752E-05
1486.02,90.1001,0.952163028,4.02933E-05
1487.022,90.1002,0.952202806,4.01002E-05
1488.018,90.1,0.952242213,3.99646E-05
1489.02,90.0998,0.952281748,3.98543E-05
1490.022,90.1,0.952321075,3.96456E-05
1491.018,90.1003,0.952359988,3.94637E-05
1492.02,90.1003,0.952398968,3.92954E-05
1493.022,90.1003,0.952437802,3.91474E-05
1494.018,90.1002,0.952476275,3.90176E-05
1495.02,90.0999,0.952514799,3.88356E-05
1496.022,90.1,0.95255317,3.86817E-05
1497.018,90.0996,0.952591178,3.85461E-05
1498.02,90.1002,0.952629278,3.84072E-05
1499.022,90.1001,0.952667161,3.81893E-05
1500.018,90.1005,0.95270468,3.80504E-05
1501.02,90.1006,0.952742254,3.78776E-05
1502.022,90.1001,0.952779699,3.77484E-05
1503.018,90.1002,0.952816765,3.759E-05
1504.02,90.0997,0.952853869,3.74047E-05
1505.022,90.1,0.952890905,3.7335E-05
1506.018,90.0997,0.952927506,3.71191E-05
1507.02,90.1,0.952964184,3.6975E-05
1508.022,90.0999,0.953000744,3.68556E-05
1509.018,90.1002,0.953036937,3.6705E-05
1510.02,90.1001,0.953073178,3.65347E-05
1511.022,90.0999,0.953109223,3.63358E-05
1512.018,90.0997,0.953144864,3.6146E-05
1513.02,90.0998,0.953180609,3.60332E-05
1514.022,90.0997,0.953216181,3.58604E-05
1515.018,90.0995,0.953251426,3.57436E-05
1516.02,90.0995,0.953286707,3.55662E-05
1517.022,90.0993,0.953321905,3.54828E-05
1518.018,90.0994,0.95335672,3.53073E-05
1519.02,90.0993,0.953391599,3.51612E-05
1520.022,90.0995,0.953426285,3.49663E-05
1521.018,90.0994,0.953460585,3.47853E-05
1522.02,90.0995,0.953494938,3.46314E-05
1523.022,90.0991,0.953529112,3.44501E-05
1524.018,90.0994,0.95356289,3.42563E-05
1525.02,90.0993,0.953596659,3.40418E-05
1526.022,90.0989,0.953630265,3.38778E-05
1527.018,90.0991,0.953663495,3.37009E-05
1528.02,90.099,0.953696758,3.35318E-05
1529.022,90.0989,0.953729813,3.33217E-05
1530.018,90.0994,0.953762508,3.31576E-05
1531.02,90.0993,0.953795222,3.29791E-05
1532.022,90.0993,0.953827779,3.28197E-05
1533.018,90.0993,0.953859901,3.25771E-05
1534.02,90.0991,0.953892031,3.23894E-05
1535.022,90.099,0.953924022,3.22499E-05
1536.018,90.0992,0.953955649,3.2075E-05
1537.02,90.099,0.953987294,3.19012E-05
1538.022,90.0991,0.954018764,3.17235E-05
1539.018,90.0992,0.954049914,3.15913E-05
1540.02,90.099,0.954081118,3.14562E-05
1541.022,90.0989,0.954112203,3.13369E-05
1542.018,90.0991,0.954142943,3.11752E-05
1543.02,90.0993,0.954173756,3.1062E-05
1544.022,90.0992,0.954204388,3.08791E-05
1545.018,90.0995,0.954234688,3.07295E-05
1546.02,90.0998,0.954265029,3.05865E-05
1547.022,90.0993,0.954295215,3.04302E-05
1548.018,90.0989,0.95432507,3.02771E-05
1549.02,90.0988,0.954355036,3.02088E-05
1550.022,90.0991,0.954384836,3.00406E-05
1551.018,90.0991,0.954414367,2.99495E-05
1552.02,90.0988,0.954443938,2.98102E-05
1553.022,90.0986,0.954473385,2.96844E-05
1554.018,90.0991,0.954502532,2.956E-05
1555.02,90.0991,0.954531726,2.94297E-05
1556.022,90.0988,0.954560812,2.9321E-05
1557.018,90.099,0.954589634,2.92302E-05
1558.02,90.0987,0.954618523,2.91223E-05
1559.022,90.0988,0.954647297,2.90067E-05
1560.018,90.0989,0.954675771,2.8877E-05
1561.02,90.0991,0.954704223,2.86822E-05
1562.022,90.0989,0.954732579,2.8586E-05
1563.018,90.0987,0.954760635,2.84531E-05
1564.02,90.0991,0.954788732,2.83239E-05
1565.022,90.0987,0.954816682,2.81759E-05
1566.018,90.0984,0.954844362,2.80717E-05
1567.02,90.0985,0.954872063,2.79255E-05
1568.022,90.0988,0.954899645,2.78046E-05
1569.018,90.0987,0.95492703,2.77728E-05
1570.02,90.0986,0.954954394,2.75851E-05
1571.022,90.0986,0.95498164,2.74661E-05
1572.018,90.0989,0.955008616,2.73582E-05
1573.02,90.0988,0.955035647,2.72495E-05
1574.022,90.0986,0.955062591,2.7162E-05
1575.018,90.0988,0.955089282,2.70685E-05
1576.02,90.0984,0.955115985,2.69188E-05
1577.022,90.0988,0.955142564,2.67947E-05
1578.018,90.0983,0.955168925,2.67339E-05
1579.02,90.0986,0.955195394,2.66826E-05
1580.022,90.0986,0.955221714,2.6533E-05
1581.018,90.0986,0.955247672,2.6325E-05
1582.02,90.0987,0.955273714,2.6253E-05
1583.022,90.0986,0.9552996,2.60957E-05
1584.018,90.0986,0.955325261,2.60237E-05
1585.02,90.0984,0.955350937,2.58842E-05
1586.022,90.0986,0.955376492,2.57609E-05
1587.018,90.0986,0.955401752,2.56178E-05
1588.02,90.0984,0.955427014,2.54668E-05
1589.022,90.0984,0.955452162,2.53511E-05
1590.018,90.0988,0.955477045,2.52356E-05
1591.02,90.098,0.955501946,2.5102E-05
1592.022,90.0984,0.955526743,2.49975E-05
1593.018,90.0983,0.955551272,2.48758E-05
1594.02,90.0985,0.955575778,2.47042E-05
1595.022,90.0987,0.95560014,2.45592E-05
1596.018,90.0986,0.95562421,2.44106E-05
1597.02,90.0985,0.955648272,2.42565E-05
1598.022,90.0985,0.955672218,2.41398E-05
1599.018,90.0984,0.955695824,2.39406E-05
1600.02,90.0986,0.955719498,2.38648E-05
1601.022,90.0984,0.955743069,2.37613E-05
1602.018,90.0988,0.955766362,2.36234E-05
1603.02,90.0985,0.955789698,2.35242E-05
1604.022,90.0988,0.955812958,2.34485E-05
1605.018,90.0987,0.955835919,2.32859E-05
1606.02,90.0987,0.955858908,2.31751E-05
1607.022,90.0983,0.955881844,2.31209E-05
1608.018,90.0987,0.955904556,2.30335E-05
1609.02,90.0982,0.955927238,2.28655E-05
1610.022,90.0984,0.955949787,2.27317E-05
1611.018,90.0984,0.955972126,2.26549E-05
1612.02,90.0984,0.955994554,2.26098E-05
1613.022,90.0986,0.956016968,2.25948E-05
1614.018,90.0987,0.956039146,2.24923E-05
1615.02,90.0986,0.956061329,2.23619E-05
1616.022,90.0984,0.95608338,2.22295E-05
1617.018,90.0985,0.956105206,2.21349E-05
1618.02,90.0986,0.956127083,2.20542E-05
1619.022,90.0986,0.956148785,2.18769E-05
1620.018,90.0984,0.956170276,2.17954E-05
1621.02,90.0987,0.956191829,2.17279E-05
1622.022,90.0987,0.956213286,2.16299E-05
1623.018,90.0984,0.9562346,2.16158E-05
1624.02,90.098,0.956255942,2.15148E-05
1625.022,90.0981,0.956277207,2.14369E-05
1626.018,90.0983,0.956298222,2.13129E-05
1627.02,90.0984,0.956319326,2.12747E-05
1628.022,90.0984,0.956340376,2.12202E-05
1629.018,90.0984,0.956361207,2.11257E-05
1630.02,90.0984,0.956382109,2.10704E-05
1631.022,90.0984,0.9564029,2.09596E-05
1632.018,90.0984,0.956423521,2.09126E-05
1633.02,90.0983,0.956444253,2.09001E-05
1634.022,90.0982,0.956464906,2.08194E-05
1635.018,90.0986,0.956485321,2.0704E-05
1636.02,90.0988,0.956505763,2.06077E-05
1637.022,90.0984,0.956526086,2.04874E-05
1638.018,90.0986,0.95654624,2.04392E-05
1639.02,90.0986,0.956566488,2.04122E-05
1640.022,90.0983,0.956586618,2.02923E-05
1641.018,90.0986,0.956606552,2.02165E-05
1642.02,90.0982,0.956626529,2.01382E-05
1643.022,90.0982,0.956646487,2.01193E-05
1644.018,90.0984,0.956666248,2.00411E-05
1645.02,90.0985,0.95668603,1.99414E-05
1646.022,90.0984,0.956705703,1.98325E-05
1647.018,90.0987,0.95672515,1.97223E-05
1648.02,90.0984,0.956744632,1.96394E-05
1649.022,90.0986,0.956764055,1.95797E-05
1650.018,90.098,0.956783255,1.94724E-05
1651.02,90.0981,0.956802475,1.93752E-05
1652.022,90.0984,0.956821598,1.92773E-05
1653.018,90.0984,0.956840461,1.91298E-05
1654.02,90.0984,0.95685944,1.91323E-05
1655.022,90.0985,0.956878292,1.90053E-05
1656.018,90.0979,0.956896875,1.88453E-05
1657.02,90.0982,0.956915487,1.87629E-05
1658.022,90.098,0.956934009,1.86717E-05
1659.018,90.0979,0.956952365,1.86161E-05
1660.02,90.0982,0.95697079,1.85734E-05
1661.022,90.098,0.956989141,1.84998E-05
1662.018,90.0982,0.957007289,1.84049E-05
1663.02,90.0983,0.957025527,1.83851E-05
1664.022,90.0984,0.957043708,1.83286E-05
1665.018,90.0988,0.957061666,1.8212E-05
1666.02,90.0984,0.957079618,1.80976E-05
1667.022,90.0984,0.9570975,1.8026E-05
1668.018,90.0982,0.957115158,1.79082E-05
1669.02,90.0983,0.957132878,1.78627E-05
1670.022,90.0986,0.957150505,1.77704E-05
1671.018,90.0986,0.957167936,1.7677E-05
1672.02,90.0989,0.957185393,1.75988E-05
1673.022,90.0981,0.957202731,1.74773E-05
1674.018,90.0982,0.957219939,1.74522E-05
1675.02,90.0986,0.95723712,1.73202E-05
1676.022,90.0986,0.957254254,1.72717E-05
1677.018,90.0984,0.957271195,1.71813E-05
1678.02,90.0984,0.957288142,1.70841E-05
1679.022,90.0983,0.95730498,1.69739E-05
1680.018,90.0986,0.957321643,1.68988E-05
1681.02,90.0984,0.957338252,1.67433E-05
1682.022,90.0982,0.957354833,1.67154E-05
1683.018,90.0986,0.957371213,1.6612E-05
1684.02,90.0988,0.957387626,1.6546E-05
1685.022,90.0985,0.957403966,1.64719E-05
1686.018,90.0983,0.957420139,1.64012E-05
1687.02,90.0984,0.957436322,1.63144E-05
1688.022,90.0983,0.957452496,1.63045E-05
1689.018,90.0988,0.95746848,1.62104E-05
1690.02,90.0985,0.957484428,1.60769E-05
1691.022,90.0986,0.957500306,1.60068E-05
1692.018,90.099,0.957516006,1.59223E-05
1693.02,90.0983,0.957531682,1.58022E-05
1694.022,90.099,0.957547323,1.5768E-05
1695.018,90.0986,0.957562843,1.57394E-05
1696.02,90.0987,0.957578453,1.57358E-05
1697.022,90.0984,0.957593963,1.56361E-05
1698.018,90.0984,0.957609338,1.55921E-05
1699.02,90.0987,0.957624689,1.5475E-05
1700.022,90.0983,0.957639968,1.54033E-05
1701.018,90.0984,0.957655142,1.53885E-05
1702.02,90.0984,0.957670321,1.53013E-05
1703.022,90.0982,0.95768549,1.52916E-05
1704.018,90.0986,0.957700535,1.52582E-05
1705.02,90.0986,0.957715516,1.51026E-05
1706.022,90.0986,0.957730485,1.50897E-05
1707.018,90.099,0.957745322,1.50466E-05
1708.02,90.0984,0.957760187,1.49854E-05
1709.022,90.0984,0.957774987,1.49196E-05
1710.018,90.0982,0.957789622,1.48421E-05
1711.02,90.0982,0.957804351,1.48485E-05
1712.022,90.0981,0.957819031,1.47987E-05
1713.018,90.0982,0.95783359,1.47651E-05
1714.02,90.0982,0.957848193,1.47208E-05
1715.022,90.0982,0.957862803,1.47285E-05
1716.018,90.0984,0.957877247,1.46483E-05
1717.02,90.0984,0.957891753,1.46229E-05
1718.022,90.0981,0.957906243,1.46074E-05
1719.018,90.0984,0.957920578,1.45381E-05
1720.02,90.0978,0.957934901,1.4439E-05
1721.022,90.0981,0.957949226,1.444E-05
1722.018,90.098,0.957963451,1.4427E-05
1723.02,90.0984,0.957977714,1.43779E-05
1724.022,90.0981,0.957991949,1.43503E-05
1725.018,90.0984,0.958006068,1.43195E-05
1726.02,90.0982,0.958020259,1.43053E-05
1727.022,90.0982,0.958034404,1.42591E-05
1728.018,90.0983,0.958048408,1.42026E-05
1729.02,90.098,0.958062403,1.41078E-05
1730.022,90.098,0.958076373,1.40833E-05
1731.018,90.0983,0.9580902,1.40222E-05
1732.02,90.0984,0.958104038,1.395E-05
1733.022,90.0981,0.958117902,1.3976E-05
1734.018,90.0982,0.958131586,1.38784E-05
1735.02,90.0978,0.95814534,1.3865E-05
1736.022,90.0979,0.958159062,1.38334E-05
1737.018,90.0981,0.958172614,1.3743E-05
1738.02,90.0982,0.958186136,1.36322E-05
1739.022,90.0981,0.95819964,1.36123E-05
1740.018,90.0982,0.958213,1.35495E-05
1741.02,90.0981,0.95822644,1.35491E-05
1742.022,90.0984,0.958239819,1.34868E-05
1743.018,90.0983,0.958253065,1.34333E-05
1744.02,90.0978,0.958266345,1.33875E-05
1745.022,90.098,0.958279611,1.33735E-05
1746.018,90.0981,0.958292711,1.32854E-05
1747.02,90.0977,0.958305844,1.32395E-05
1748.022,90.0977,0.958319013,1.3275E-05
1749.018,90.0976,0.958332056,1.3228E-05
1750.02,90.0978,0.958345146,1.31957E-05
1751.022,90.0981,0.958358198,1.3157E-05
1752.018,90.0982,0.958371113,1.30978E-05
1753.02,90.0977,0.958384101,1.30931E-05
1754.022,90.0981,0.958397087,1.30914E-05
1755.018,90.0977,0.958409951,1.30456E-05
1756.02,90.0977,0.958422857,1.30102E-05
1757.022,90.0978,0.958435696,1.2943E-05
1758.018,90.098,0.958448407,1.28912E-05
1759.02,90.0978,0.958461257,1.29534E-05
1760.022,90.0978,0.958474048,1.28953E-05
1761.018,90.0979,0.958486724,1.28555E-05
1762.02,90.0978,0.958499418,1.27957E-05
1763.022,90.098,0.958512087,1.27721E-05
1764.018,90.098,0.958524561,1.26501E-05
1765.02,90.0976,0.958537103,1.26434E-05
1766.022,90.0978,0.958549607,1.26054E-05
1767.018,90.0979,0.95856202,1.25886E-05
1768.02,90.0981,0.958574416,1.24962E-05
1769.022,90.0979,0.958586775,1.24589E-05
1770.018,90.0983,0.958599012,1.24102E-05
1771.02,90.0981,0.958611235,1.2322E-05
1772.022,90.0979,0.958623414,1.22774E-05
1773.018,90.0979,0.958635555,1.23123E-05
1774.02,90.0977,0.958647722,1.22654E-05
1775.022,90.0981,0.958659905,1.22815E-05
1776.018,90.0982,0.958671928,1.21933E-05
1777.02,90.098,0.958683966,1.21361E-05
1778.022,90.0983,0.958695924,1.20547E-05
1779.018,90.0986,0.958707802,1.20461E-05
1780.02,90.0984,0.958719668,1.19616E-05
1781.022,90.0983,0.958731478,1.19055E-05
1782.018,90.0988,0.958743193,1.1881E-05
1783.02,90.098,0.958754968,1.18696E-05
1784.022,90.0981,0.958766688,1.18152E-05
1785.018,90.0983,0.958778247,1.17224E-05
1786.02,90.0981,0.958789854,1.17008E-05
1787.022,90.098,0.958801416,1.16556E-05
1788.018,90.0978,0.9588129,1.1647E-05
1789.02,90.098,0.958824426,1.16189E-05
1790.022,90.0982,0.958835921,1.15878E-05
1791.018,90.0985,0.958847278,1.15175E-05
1792.02,90.0982,0.958858617,1.14312E-05
1793.022,90.0984,0.958869946,1.14202E-05
1794.018,90.0981,0.958881128,1.13403E-05
1795.02,90.0983,0.958892345,1.13084E-05
1796.022,90.0983,0.958903512,1.12568E-05
1797.018,90.0982,0.958914581,1.12261E-05
1798.02,90.0983,0.958925708,1.12169E-05
1799.022,90.0985,0.958936744,1.1125E-05
1800.018,90.0982,0.958947694,1.1105E-05
1801.02,90.0982,0.958958637,1.10316E-05
1802.022,90.0983,0.958969556,1.10071E-05
1803.018,90.0983,0.958980318,1.09139E-05
1804.02,90.0984,0.958991088,1.08573E-05
1805.022,90.0981,0.959001836,1.08353E-05
1806.018,90.0981,0.959012478,1.07926E-05
1807.02,90.098,0.959023137,1.07448E-05
1808.022,90.0982,0.959033776,1.07254E-05
1809.018,90.0982,0.959044253,1.06254E-05
1810.02,90.098,0.959054806,1.06384E-05
1811.022,90.0983,0.95906532,1.05991E-05
1812.018,90.0982,0.959075691,1.05173E-05
1813.02,90.0983,0.959086098,1.04915E-05
1814.022,90.0979,0.959096414,1.0399E-05
1815.018,90.0978,0.959106696,1.04275E-05
1816.02,90.0984,0.959116992,1.03792E-05
1817.022,90.0984,0.95912717,1.02604E-05
1818.018,90.0982,0.959137256,1.02292E-05
1819.02,90.0982,0.959147367,1.01929E-05
1820.022,90.0979,0.959157495,1.02089E-05
1821.018,90.098,0.959167479,1.01255E-05
1822.02,90.0982,0.959177566,1.01693E-05
1823.022,90.0981,0.959187647,1.01618E-05
1824.018,90.0979,0.95919757,1.00634E-05
1825.02,90.0976,0.95920755,1.00609E-05
1826.022,90.098,0.959217484,1.00146E-05
1827.018,90.098,0.959227323,9.97811E-06
1828.02,90.098,0.959237196,9.95287E-06
1829.022,90.098,0.959247031,9.91453E-06
1830.018,90.0977,0.959256776,9.88263E-06
1831.02,90.0977,0.95926655,9.85289E-06
1832.022,90.0979,0.959276276,9.80542E-06
1833.018,90.0977,0.95928593,9.78996E-06
1834.02,90.0977,0.959295609,9.758E-06
1835.022,90.0981,0.959305233,9.70139E-06
1836.018,90.0977,0.959314803,9.70596E-06
1837.02,90.0978,0.959324411,9.68509E-06
1838.022,90.0973,0.959334038,9.70504E-06
1839.018,90.0979,0.959343603,9.70022E-06
1840.02,90.098,0.959353194,9.66898E-06
1841.022,90.0975,0.959362748,9.63148E-06
1842.018,90.0975,0.959372307,9.69409E-06
1843.02,90.0975,0.959381857,9.62743E-06
1844.022,90.0978,0.959391374,9.59313E-06
1845.018,90.0976,0.959400806,9.56593E-06
1846.02,90.0974,0.959410271,9.54154E-06
1847.022,90.0977,0.959419716,9.521E-06
1848.018,90.0977,0.959429076,9.49328E-06
1849.02,90.098,0.959438493,9.49263E-06
1850.022,90.098,0.959447903,9.48643E-06
1851.018,90.0976,0.959457167,9.39461E-06
1852.02,90.098,0.959466479,9.38776E-06
1853.022,90.0976,0.959475683,9.27819E-06
1854.018,90.0977,0.959484767,9.21278E-06
1855.02,90.098,0.959493932,9.23847E-06
1856.022,90.0979,0.959502992,9.13354E-06
1857.018,90.0981,0.959511981,9.11671E-06
1858.02,90.0981,0.959520998,9.08925E-06
1859.022,90.0979,0.959530039,9.11436E-06
1860.018,90.0977,0.959539004,9.09199E-06
1861.02,90.0982,0.959547991,9.05945E-06
1862.022,90.0981,0.959556884,8.96495E-06
1863.018,90.0982,0.95956571,8.95099E-06
1864.02,90.0978,0.959574507,8.86804E-06
1865.022,90.098,0.959583283,8.84677E-06
1866.018,90.0983,0.959591949,8.78886E-06
1867.02,90.0983,0.959600654,8.77595E-06
1868.022,90.0985,0.959609362,8.77843E-06
1869.018,90.0984,0.959617931,8.68973E-06
1870.02,90.0986,0.959626542,8.68066E-06
1871.022,90.0983,0.959635053,8.57997E-06
1872.018,90.0982,0.959643481,8.54755E-06
1873.02,90.098,0.959651944,8.53105E-06
1874.022,90.0982,0.959660397,8.52127E-06
1875.018,90.0982,0.959668761,8.48234E-06
1876.02,90.0981,0.959677173,8.48044E-06
1877.022,90.0981,0.959685597,8.49192E-06
1878.018,90.0981,0.959693958,8.47894E-06
1879.02,90.0985,0.959702293,8.40244E-06
1880.022,90.0985,0.959710641,8.41633E-06
1881.018,90.0982,0.959718918,8.39338E-06
1882.02,90.0984,0.959727213,8.36214E-06
1883.022,90.0988,0.959735458,8.31159E-06
1884.018,90.0985,0.959743637,8.29549E-06
1885.02,90.0987,0.959751919,8.34896E-06
1886.022,90.0987,0.959760142,8.2889E-06
1887.018,90.0984,0.959768317,8.29085E-06
1888.02,90.0984,0.959776541,8.29112E-06
1889.022,90.0986,0.959784789,8.31466E-06
1890.018,90.0982,0.959792927,8.25238E-06
1891.02,90.0982,0.959801116,8.25525E-06
1892.022,90.0984,0.959809266,8.21618E-06
1893.018,90.098,0.959817305,8.15292E-06
1894.02,90.0977,0.959825444,8.20464E-06
1895.022,90.0981,0.959833593,8.21546E-06
1896.018,90.0984,0.959841618,8.13857E-06
1897.02,90.0984,0.959849669,8.11568E-06
1898.022,90.0984,0.959857651,8.04694E-06
1899.018,90.0985,0.95986552,7.97983E-06
1900.02,90.0982,0.959873471,8.01537E-06
1901.022,90.0982,0.959881402,7.99509E-06
1902.018,90.0982,0.959889203,7.91109E-06
1903.02,90.0981,0.959897058,7.91918E-06
1904.022,90.0983,0.959904939,7.94416E-06
1905.018,90.098,0.959912747,7.91892E-06
1906.02,90.0982,0.959920519,7.83439E-06
1907.022,90.0981,0.959928313,7.85715E-06
1908.018,90.0979,0.959935979,7.77491E-06
1909.02,90.0981,0.959943712,7.79578E-06
1910.022,90.0977,0.959951458,7.80791E-06
1911.018,90.0981,0.959959113,7.76376E-06
1912.02,90.0978,0.95996674,7.6885E-06
1913.022,90.0977,0.95997438,7.70174E-06
1914.018,90.0983,0.959981948,7.67539E-06
1915.02,90.0982,0.959989551,7.6645E-06
1916.022,90.0981,0.959997139,7.64878E-06
1917.018,90.0983,0.96000462,7.58689E-06
1918.02,90.0983,0.960012129,7.57046E-06
1919.022,90.0981,0.960019609,7.54006E-06
1920.018,90.098,0.960027049,7.54541E-06
1921.02,90.0983,0.960034487,7.49858E-06
1922.022,90.0981,0.960041896,7.46806E-06
1923.018,90.0984,0.960049259,7.46806E-06
1924.02,90.0982,0.960056649,7.44921E-06
1925.022,90.0977,0.960064015,7.42561E-06
1926.018,90.0983,0.960071348,7.43689E-06
1927.02,90.0982,0.96007871,7.42195E-06
1928.022,90.0981,0.96008604,7.38856E-06
1929.018,90.0981,0.960093277,7.34024E-06
1930.02,90.0981,0.960100565,7.34695E-06
1931.022,90.0982,0.960107838,7.33163E-06
1932.018,90.0981,0.960115014,7.27684E-06
